loss,binary_accuracy,val_loss,val_binary_accuracy
0.6766662001609802,0.5677083134651184,0.6281139254570007,0.7363636493682861
0.6170346140861511,0.7109375,0.5609235167503357,0.7939394116401672
0.5674269199371338,0.75,0.5138852000236511,0.7969697117805481
0.525838315486908,0.78515625,0.47593310475349426,0.7939394116401672
0.5011889934539795,0.7786458134651184,0.4543899893760681,0.7818182110786438
0.48301395773887634,0.7786458134651184,0.44185078144073486,0.7848485112190247
0.46191659569740295,0.7942708134651184,0.4373151361942291,0.7878788113594055
0.4568231999874115,0.79296875,0.4348556399345398,0.7878788113594055
0.4489552676677704,0.7955729365348816,0.43381381034851074,0.7878788113594055
0.4548504650592804,0.8059895634651184,0.42984136939048767,0.7909091114997864
0.4480505883693695,0.7864583134651184,0.4242880046367645,0.7969697117805481
0.45311403274536133,0.7981770634651184,0.4272652864456177,0.7878788113594055
0.4434468448162079,0.8072916865348816,0.4285772740840912,0.7878788113594055
0.4498846232891083,0.8020833134651184,0.4242642819881439,0.7909091114997864
0.44883206486701965,0.8072916865348816,0.4219764471054077,0.7909091114997864
0.4282008111476898,0.8177083134651184,0.42995890974998474,0.7909091114997864
0.4268859624862671,0.80859375,0.4300726652145386,0.7848485112190247
0.438187837600708,0.8111979365348816,0.4213545024394989,0.7969697117805481
0.42176589369773865,0.8138020634651184,0.42132675647735596,0.7969697117805481
0.43170592188835144,0.8125,0.4232507050037384,0.800000011920929
0.4392530918121338,0.7981770634651184,0.4237651824951172,0.7969697117805481
0.43836531043052673,0.7981770634651184,0.420669823884964,0.7969697117805481
0.4259030818939209,0.8151041865348816,0.4221721291542053,0.800000011920929
0.4356149733066559,0.8072916865348816,0.41926488280296326,0.8060606122016907
0.4297722578048706,0.8190104365348816,0.41537049412727356,0.800000011920929
0.43210604786872864,0.80859375,0.41700512170791626,0.8030303120613098
0.4299294948577881,0.8059895634651184,0.4197920858860016,0.8030303120613098
0.42255523800849915,0.81640625,0.41867730021476746,0.8060606122016907
0.4257808029651642,0.8203125,0.4198668599128723,0.7909091114997864
0.4263981282711029,0.8046875,0.41517284512519836,0.8030303120613098
0.4272752106189728,0.80859375,0.4139883816242218,0.8121212124824524
0.43939176201820374,0.8151041865348816,0.41618093848228455,0.7969697117805481
0.42524126172065735,0.8177083134651184,0.4150644838809967,0.800000011920929
0.4254917800426483,0.8151041865348816,0.4128415286540985,0.8060606122016907
0.4140894114971161,0.8177083134651184,0.4127168655395508,0.8060606122016907
0.41708382964134216,0.8151041865348816,0.4137941300868988,0.8090909123420715
0.4225635230541229,0.8059895634651184,0.4121560752391815,0.8121212124824524
0.4182533323764801,0.8059895634651184,0.4140331745147705,0.8060606122016907
0.4214828312397003,0.8125,0.4145076870918274,0.8060606122016907
0.41490766406059265,0.8125,0.4121737778186798,0.8030303120613098
0.41733554005622864,0.8190104365348816,0.4111535847187042,0.8060606122016907
0.428970068693161,0.8072916865348816,0.4094461500644684,0.8090909123420715
0.4206293523311615,0.8046875,0.41184040904045105,0.8090909123420715
0.4175136387348175,0.8255208134651184,0.4135565459728241,0.8060606122016907
0.42719900608062744,0.80859375,0.4135461151599884,0.800000011920929
0.41902482509613037,0.8216145634651184,0.40919727087020874,0.8060606122016907
0.41350695490837097,0.8229166865348816,0.40885287523269653,0.8060606122016907
0.40960028767585754,0.8151041865348816,0.4091531038284302,0.7939394116401672
0.40193483233451843,0.8190104365348816,0.40945929288864136,0.8060606122016907
0.4215850830078125,0.8177083134651184,0.40623199939727783,0.8090909123420715
0.40809765458106995,0.8203125,0.4076136350631714,0.8060606122016907
0.405397891998291,0.8307291865348816,0.410248726606369,0.7939394116401672
0.4146142303943634,0.8203125,0.40645021200180054,0.8060606122016907
0.4188424050807953,0.8111979365348816,0.40675535798072815,0.8090909123420715
0.41198208928108215,0.81640625,0.4111650884151459,0.7969697117805481
0.4086715281009674,0.80859375,0.405999094247818,0.8151515126228333
0.4158775508403778,0.81640625,0.40741947293281555,0.8060606122016907
0.4096051752567291,0.81640625,0.406914621591568,0.8090909123420715
0.4137638509273529,0.8255208134651184,0.40689700841903687,0.800000011920929
0.40515825152397156,0.8203125,0.410142183303833,0.7848485112190247
0.41265472769737244,0.8229166865348816,0.40806108713150024,0.8090909123420715
0.40872135758399963,0.8229166865348816,0.4078843891620636,0.8090909123420715
0.40256357192993164,0.8177083134651184,0.4092833995819092,0.8060606122016907
0.4052375555038452,0.8216145634651184,0.4030837416648865,0.821212112903595
0.4033541679382324,0.8138020634651184,0.404090017080307,0.8151515126228333
0.39981019496917725,0.83203125,0.40743038058280945,0.800000011920929
0.4100007712841034,0.8046875,0.4105680584907532,0.7757575511932373
0.40731969475746155,0.80859375,0.4078512489795685,0.7848485112190247
0.39943861961364746,0.8138020634651184,0.40288063883781433,0.8151515126228333
0.4047825336456299,0.8268229365348816,0.4031752645969391,0.7969697117805481
0.40097808837890625,0.8307291865348816,0.4019438326358795,0.8030303120613098
0.41129252314567566,0.8125,0.40303024649620056,0.7969697117805481
0.40832725167274475,0.81640625,0.4054051339626312,0.800000011920929
0.3996039628982544,0.8294270634651184,0.40997114777565,0.7909091114997864
0.4154798686504364,0.8190104365348816,0.40549609065055847,0.7969697117805481
0.39509543776512146,0.82421875,0.40434280037879944,0.7939394116401672
0.40961703658103943,0.82421875,0.4058201313018799,0.7909091114997864
0.4036918878555298,0.8255208134651184,0.40792185068130493,0.7818182110786438
0.395944207906723,0.8229166865348816,0.40584826469421387,0.7878788113594055
0.3888759911060333,0.8203125,0.4018416106700897,0.8060606122016907
0.39877450466156006,0.82421875,0.4062448740005493,0.7848485112190247
0.39819589257240295,0.8268229365348816,0.4074130058288574,0.7848485112190247
0.39355626702308655,0.8229166865348816,0.40377604961395264,0.7969697117805481
0.3908137381076813,0.8307291865348816,0.40252089500427246,0.8090909123420715
0.3863331973552704,0.8229166865348816,0.4030701220035553,0.7939394116401672
0.3959248960018158,0.8190104365348816,0.4026371240615845,0.7969697117805481
0.39756301045417786,0.8203125,0.40609657764434814,0.7939394116401672
0.3925049602985382,0.828125,0.4034697413444519,0.7969697117805481
0.39083540439605713,0.8268229365348816,0.4042013883590698,0.7909091114997864
0.39102086424827576,0.8346354365348816,0.40703490376472473,0.7848485112190247
0.3969372510910034,0.8203125,0.40375617146492004,0.7939394116401672
0.3907568156719208,0.8229166865348816,0.4018104672431946,0.7909091114997864
0.3905717134475708,0.8307291865348816,0.4018307626247406,0.7909091114997864
0.38726720213890076,0.8307291865348816,0.40691718459129333,0.7878788113594055
0.3808094263076782,0.8307291865348816,0.4054769277572632,0.7878788113594055
0.3956957161426544,0.8216145634651184,0.4046400189399719,0.7969697117805481
0.38517799973487854,0.8333333134651184,0.4010145664215088,0.800000011920929
0.3833158016204834,0.8268229365348816,0.4007246494293213,0.7969697117805481
0.3905113935470581,0.82421875,0.40094390511512756,0.7909091114997864
0.3842683732509613,0.83984375,0.4023909568786621,0.7878788113594055
0.38475942611694336,0.83203125,0.40219056606292725,0.7969697117805481
0.3887160122394562,0.8203125,0.4005992114543915,0.8060606122016907
0.39032986760139465,0.8307291865348816,0.4019985795021057,0.7878788113594055
0.39203834533691406,0.8177083134651184,0.40464508533477783,0.7909091114997864
0.39800187945365906,0.81640625,0.40233370661735535,0.7909091114997864
0.3843954801559448,0.82421875,0.4020569324493408,0.7939394116401672
0.38503968715667725,0.8346354365348816,0.4021925628185272,0.7969697117805481
0.38344454765319824,0.83984375,0.40345117449760437,0.7969697117805481
0.38930806517601013,0.8255208134651184,0.401324599981308,0.7969697117805481
0.39276954531669617,0.8307291865348816,0.39947226643562317,0.800000011920929
0.3878864347934723,0.8229166865348816,0.4013125002384186,0.7848485112190247
0.39279910922050476,0.83203125,0.4047524333000183,0.7878788113594055
0.3889871835708618,0.8333333134651184,0.4017299711704254,0.8030303120613098
0.3859618008136749,0.8229166865348816,0.40340104699134827,0.7939394116401672
0.38372766971588135,0.83984375,0.40407595038414,0.7969697117805481
0.38205865025520325,0.8294270634651184,0.4043462574481964,0.7909091114997864
